Year,Org_Type,ONS_Code,Org_Code,Org_Name,Classification,Metric_Primary,Value
2015/16,LocalAuthority,E09000014,724,Haringey,FAE_PrimarySecondary_Obesity,All persons,"2,034"
2015/16,LocalAuthority,E09000015,725,Harrow,FAE_PrimarySecondary_Obesity,All persons,"2,306"
2015/16,LocalAuthority,E09000016,726,Havering,FAE_PrimarySecondary_Obesity,All persons,"1,475"
2015/16,LocalAuthority,E09000017,727,Hillingdon,FAE_PrimarySecondary_Obesity,All persons,"2,697"
2015/16,LocalAuthority,E09000018,728,Hounslow,FAE_PrimarySecondary_Obesity,All persons,"1,289"
2015/16,LocalAuthority,E09000019,706,Islington,FAE_PrimarySecondary_Obesity,All persons,"1,590"
2015/16,LocalAuthority,E09000020,707,Kensington and Chelsea,FAE_PrimarySecondary_Obesity,All persons,504
2015/16,LocalAuthority,E09000021,729,Kingston upon Thames,FAE_PrimarySecondary_Obesity,All persons,663
2015/16,LocalAuthority,E09000022,708,Lambeth,FAE_PrimarySecondary_Obesity,All persons,"1,911"
2015/16,LocalAuthority,E09000023,709,Lewisham,FAE_PrimarySecondary_Obesity,All persons,"1,353"
2015/16,LocalAuthority,E09000024,730,Merton,FAE_PrimarySecondary_Obesity,All persons,988
2015/16,LocalAuthority,E09000025,731,Newham,FAE_PrimarySecondary_Obesity,All persons,"2,017"
2015/16,LocalAuthority,E09000026,732,Redbridge,FAE_PrimarySecondary_Obesity,All persons,"1,472"
2015/16,LocalAuthority,E09000027,733,Richmond upon Thames,FAE_PrimarySecondary_Obesity,All persons,594
2015/16,LocalAuthority,E09000028,710,Southwark,FAE_PrimarySecondary_Obesity,All persons,"2,102"
2015/16,LocalAuthority,E09000029,734,Sutton,FAE_PrimarySecondary_Obesity,All persons,"1,093"
2015/16,LocalAuthority,E09000030,711,Tower Hamlets,FAE_PrimarySecondary_Obesity,All persons,"1,347"
2015/16,LocalAuthority,E09000031,735,Waltham Forest,FAE_PrimarySecondary_Obesity,All persons,"1,725"
2015/16,LocalAuthority,E09000032,712,Wandsworth,FAE_PrimarySecondary_Obesity,All persons,"1,151"
2015/16,LocalAuthority,E09000033,713,Westminster,FAE_PrimarySecondary_Obesity,All persons,"1,049"
2015/16,LocalAuthority,E10000002,612,Buckinghamshire,FAE_PrimarySecondary_Obesity,All persons,"4,549"
2015/16,LocalAuthority,E10000003,623,Cambridgeshire,FAE_PrimarySecondary_Obesity,All persons,"5,486"
2015/16,LocalAuthority,E10000006,102,Cumbria,FAE_PrimarySecondary_Obesity,All persons,"3,374"
2015/16,LocalAuthority,E10000007,506,Derbyshire,FAE_PrimarySecondary_Obesity,All persons,"9,576"
2015/16,LocalAuthority,E10000008,912,Devon,FAE_PrimarySecondary_Obesity,All persons,"7,218"
2015/16,LocalAuthority,E10000009,809,Dorset,FAE_PrimarySecondary_Obesity,All persons,"4,779"
2015/16,LocalAuthority,E10000011,815,East Sussex,FAE_PrimarySecondary_Obesity,All persons,"3,223"
2015/16,LocalAuthority,E10000012,620,Essex,FAE_PrimarySecondary_Obesity,All persons,"8,159"
2015/16,LocalAuthority,E10000013,904,Gloucestershire,FAE_PrimarySecondary_Obesity,All persons,"3,610"
2015/16,LocalAuthority,E10000014,812,Hampshire,FAE_PrimarySecondary_Obesity,All persons,"10,251"
2015/16,LocalAuthority,E10000015,606,Hertfordshire,FAE_PrimarySecondary_Obesity,All persons,"11,866"
2015/16,LocalAuthority,E10000016,820,Kent,FAE_PrimarySecondary_Obesity,All persons,"10,471"
2015/16,LocalAuthority,E10000017,323,Lancashire,FAE_PrimarySecondary_Obesity,All persons,"12,744"
2015/16,LocalAuthority,E10000018,508,Leicestershire,FAE_PrimarySecondary_Obesity,All persons,"4,464"
2015/16,LocalAuthority,E10000019,503,Lincolnshire,FAE_PrimarySecondary_Obesity,All persons,"7,621"
2015/16,LocalAuthority,E10000020,607,Norfolk,FAE_PrimarySecondary_Obesity,All persons,"7,349"
2015/16,LocalAuthority,E10000021,504,Northamptonshire,FAE_PrimarySecondary_Obesity,All persons,"6,501"
2015/16,LocalAuthority,E10000023,218,North Yorkshire,FAE_PrimarySecondary_Obesity,All persons,"7,166"
2015/16,LocalAuthority,E10000024,511,Nottinghamshire,FAE_PrimarySecondary_Obesity,All persons,"10,878"
2015/16,LocalAuthority,E10000025,608,Oxfordshire,FAE_PrimarySecondary_Obesity,All persons,"3,700"
2015/16,LocalAuthority,E10000027,905,Somerset,FAE_PrimarySecondary_Obesity,All persons,"5,229"
2015/16,LocalAuthority,E10000028,413,Staffordshire,FAE_PrimarySecondary_Obesity,All persons,"8,816"
2015/16,LocalAuthority,E10000029,609,Suffolk,FAE_PrimarySecondary_Obesity,All persons,"9,441"
2015/16,LocalAuthority,E10000030,805,Surrey,FAE_PrimarySecondary_Obesity,All persons,"4,925"
2015/16,LocalAuthority,E10000031,404,Warwickshire,FAE_PrimarySecondary_Obesity,All persons,"7,646"
2015/16,LocalAuthority,E10000032,807,West Sussex,FAE_PrimarySecondary_Obesity,All persons,"9,158"
2015/16,LocalAuthority,E10000034,416,Worcestershire,FAE_PrimarySecondary_Obesity,All persons,"12,987"
2015/16,National,E92000001,,England,FAE_PrimarySecondary_Obesity,Female,"349,279"
2015/16,Region,E12000001,A,North East,FAE_PrimarySecondary_Obesity,Female,"13,148"
2015/16,Region,E12000002,B,North West,FAE_PrimarySecondary_Obesity,Female,"51,435"
2015/16,Region,E12000003,D,Yorkshire and the Humber,FAE_PrimarySecondary_Obesity,Female,"41,302"
2015/16,Region,E12000004,E,East Midlands,FAE_PrimarySecondary_Obesity,Female,"34,022"
2015/16,Region,E12000005,F,West Midlands,FAE_PrimarySecondary_Obesity,Female,"53,784"
2015/16,Region,E12000006,G,East of England,FAE_PrimarySecondary_Obesity,Female,"31,339"
2015/16,Region,E12000007,H,London,FAE_PrimarySecondary_Obesity,Female,"35,533"
2015/16,Region,E12000008,J,South East,FAE_PrimarySecondary_Obesity,Female,"45,161"
2015/16,Region,E12000009,K,South West,FAE_PrimarySecondary_Obesity,Female,"43,500"
2015/16,LocalAuthority,E06000001,111,Hartlepool,FAE_PrimarySecondary_Obesity,Female,346
2015/16,LocalAuthority,E06000002,112,Middlesbrough,FAE_PrimarySecondary_Obesity,Female,531
2015/16,LocalAuthority,E06000003,113,Redcar and Cleveland,FAE_PrimarySecondary_Obesity,Female,451
2015/16,LocalAuthority,E06000004,114,Stockton-on-Tees,FAE_PrimarySecondary_Obesity,Female,665
2015/16,LocalAuthority,E06000005,117,Darlington,FAE_PrimarySecondary_Obesity,Female,375
2015/16,LocalAuthority,E06000006,321,Halton,FAE_PrimarySecondary_Obesity,Female,932
2015/16,LocalAuthority,E06000007,322,Warrington,FAE_PrimarySecondary_Obesity,Female,751
2015/16,LocalAuthority,E06000008,324,Blackburn with Darwen,FAE_PrimarySecondary_Obesity,Female,"1,586"
2015/16,LocalAuthority,E06000009,325,Blackpool,FAE_PrimarySecondary_Obesity,Female,643
2015/16,LocalAuthority,E06000010,215,"Kingston upon Hull, City of",FAE_PrimarySecondary_Obesity,Female,"1,034"
2015/16,LocalAuthority,E06000011,214,East Riding of Yorkshire,FAE_PrimarySecondary_Obesity,Female,"1,611"
2015/16,LocalAuthority,E06000012,216,North East Lincolnshire,FAE_PrimarySecondary_Obesity,Female,"1,650"
2015/16,LocalAuthority,E06000013,217,North Lincolnshire,FAE_PrimarySecondary_Obesity,Female,768
2015/16,LocalAuthority,E06000014,219,York,FAE_PrimarySecondary_Obesity,Female,"1,808"
2015/16,LocalAuthority,E06000015,507,Derby,FAE_PrimarySecondary_Obesity,Female,"2,889"
2015/16,LocalAuthority,E06000016,509,Leicester,FAE_PrimarySecondary_Obesity,Female,"1,392"
2015/16,LocalAuthority,E06000017,510,Rutland                                                                         ,FAE_PrimarySecondary_Obesity,Female,101
2015/16,LocalAuthority,E06000018,512,Nottingham,FAE_PrimarySecondary_Obesity,Female,"3,535"
2015/16,LocalAuthority,E06000019,415,"Herefordshire, County of",FAE_PrimarySecondary_Obesity,Female,852
2015/16,LocalAuthority,E06000020,418,Telford and Wrekin,FAE_PrimarySecondary_Obesity,Female,"1,414"
2015/16,LocalAuthority,E06000021,414,Stoke-on-Trent,FAE_PrimarySecondary_Obesity,Female,"2,240"
2015/16,LocalAuthority,E06000022,908,Bath and North East Somerset,FAE_PrimarySecondary_Obesity,Female,"1,131"
2015/16,LocalAuthority,E06000023,909,"Bristol, City of",FAE_PrimarySecondary_Obesity,Female,"5,242"
2015/16,LocalAuthority,E06000024,910,North Somerset,FAE_PrimarySecondary_Obesity,Female,"1,701"
2015/16,LocalAuthority,E06000025,911,South Gloucestershire,FAE_PrimarySecondary_Obesity,Female,"2,538"
2015/16,LocalAuthority,E06000026,913,Plymouth,FAE_PrimarySecondary_Obesity,Female,"1,471"
2015/16,LocalAuthority,E06000027,914,Torbay,FAE_PrimarySecondary_Obesity,Female,"1,897"
2015/16,LocalAuthority,E06000028,810,Bournemouth,FAE_PrimarySecondary_Obesity,Female,"1,976"
2015/16,LocalAuthority,E06000029,811,Poole,FAE_PrimarySecondary_Obesity,Female,"1,329"
2015/16,LocalAuthority,E06000030,819,Swindon,FAE_PrimarySecondary_Obesity,Female,"1,616"
2015/16,LocalAuthority,E06000031,624,Peterborough,FAE_PrimarySecondary_Obesity,Female,797
2015/16,LocalAuthority,E06000032,611,Luton,FAE_PrimarySecondary_Obesity,Female,"1,502"
2015/16,LocalAuthority,E06000033,621,Southend-on-Sea,FAE_PrimarySecondary_Obesity,Female,326
2015/16,LocalAuthority,E06000034,622,Thurrock,FAE_PrimarySecondary_Obesity,Female,572
2015/16,LocalAuthority,E06000035,821,Medway,FAE_PrimarySecondary_Obesity,Female,"2,474"
2015/16,LocalAuthority,E06000036,614,Bracknell Forest,FAE_PrimarySecondary_Obesity,Female,456
2015/16,LocalAuthority,E06000037,615,West Berkshire,FAE_PrimarySecondary_Obesity,Female,403
2015/16,LocalAuthority,E06000038,616,Reading,FAE_PrimarySecondary_Obesity,Female,482
2015/16,LocalAuthority,E06000039,617,Slough,FAE_PrimarySecondary_Obesity,Female,"1,895"
2015/16,LocalAuthority,E06000040,618,Windsor and Maidenhead,FAE_PrimarySecondary_Obesity,Female,"1,200"
2015/16,LocalAuthority,E06000041,619,Wokingham,FAE_PrimarySecondary_Obesity,Female,354
2015/16,LocalAuthority,E06000042,613,Milton Keynes,FAE_PrimarySecondary_Obesity,Female,"1,436"
2015/16,LocalAuthority,E06000043,816,Brighton and Hove,FAE_PrimarySecondary_Obesity,Female,"1,300"
2015/16,LocalAuthority,E06000044,813,Portsmouth,FAE_PrimarySecondary_Obesity,Female,"1,127"
2015/16,LocalAuthority,E06000045,814,Southampton,FAE_PrimarySecondary_Obesity,Female,"3,639"
2015/16,LocalAuthority,E06000046,803,Isle of Wight,FAE_PrimarySecondary_Obesity,Female,"1,162"
2015/16,LocalAuthority,E06000047,116,County Durham,FAE_PrimarySecondary_Obesity,Female,"2,089"
2015/16,LocalAuthority,E06000049,326,Cheshire East,FAE_PrimarySecondary_Obesity,Female,"2,077"
2015/16,LocalAuthority,E06000050,327,Cheshire West and Chester,FAE_PrimarySecondary_Obesity,Female,"3,524"
2015/16,LocalAuthority,E06000051,417,Shropshire,FAE_PrimarySecondary_Obesity,Female,"1,850"
2015/16,LocalAuthority,E06000052,902,Cornwall,FAE_PrimarySecondary_Obesity,Female,"8,283"
2015/16,LocalAuthority,E06000053,906,Isles of Scilly,FAE_PrimarySecondary_Obesity,Female,13
2015/16,LocalAuthority,E06000054,817,Wiltshire,FAE_PrimarySecondary_Obesity,Female,"3,203"
2015/16,LocalAuthority,E06000055,625,Bedford,FAE_PrimarySecondary_Obesity,Female,489
2015/16,LocalAuthority,E06000056,626,Central Bedfordshire,FAE_PrimarySecondary_Obesity,Female,"1,083"
2015/16,LocalAuthority,E06000057,104,Northumberland,FAE_PrimarySecondary_Obesity,Female,"2,593"
2015/16,LocalAuthority,E08000001,304,Bolton,FAE_PrimarySecondary_Obesity,Female,"1,268"
2015/16,LocalAuthority,E08000002,305,Bury,FAE_PrimarySecondary_Obesity,Female,596
2015/16,LocalAuthority,E08000003,306,Manchester,FAE_PrimarySecondary_Obesity,Female,"3,723"
2015/16,LocalAuthority,E08000004,307,Oldham,FAE_PrimarySecondary_Obesity,Female,"1,032"
2015/16,LocalAuthority,E08000005,308,Rochdale,FAE_PrimarySecondary_Obesity,Female,948
2015/16,LocalAuthority,E08000006,309,Salford,FAE_PrimarySecondary_Obesity,Female,"2,670"
2015/16,LocalAuthority,E08000007,310,Stockport,FAE_PrimarySecondary_Obesity,Female,"2,634"
2015/16,LocalAuthority,E08000008,311,Tameside,FAE_PrimarySecondary_Obesity,Female,"1,633"
2015/16,LocalAuthority,E08000009,312,Trafford,FAE_PrimarySecondary_Obesity,Female,"1,006"
2015/16,LocalAuthority,E08000010,313,Wigan,FAE_PrimarySecondary_Obesity,Female,"2,969"
2015/16,LocalAuthority,E08000011,315,Knowsley,FAE_PrimarySecondary_Obesity,Female,"1,228"
2015/16,LocalAuthority,E08000012,316,Liverpool,FAE_PrimarySecondary_Obesity,Female,"2,617"
2015/16,LocalAuthority,E08000013,318,St. Helens,FAE_PrimarySecondary_Obesity,Female,"1,315"
2015/16,LocalAuthority,E08000014,317,Sefton,FAE_PrimarySecondary_Obesity,Female,"1,821"
2015/16,LocalAuthority,E08000015,319,Wirral,FAE_PrimarySecondary_Obesity,Female,"5,967"
2015/16,LocalAuthority,E08000016,204,Barnsley,FAE_PrimarySecondary_Obesity,Female,752
2015/16,LocalAuthority,E08000017,205,Doncaster,FAE_PrimarySecondary_Obesity,Female,"2,501"
2015/16,LocalAuthority,E08000018,206,Rotherham,FAE_PrimarySecondary_Obesity,Female,"2,070"
2015/16,LocalAuthority,E08000019,207,Sheffield,FAE_PrimarySecondary_Obesity,Female,"3,178"
2015/16,LocalAuthority,E08000021,107,Newcastle upon Tyne,FAE_PrimarySecondary_Obesity,Female,"1,418"
2015/16,LocalAuthority,E08000022,108,North Tyneside,FAE_PrimarySecondary_Obesity,Female,"1,705"
2015/16,LocalAuthority,E08000023,109,South Tyneside,FAE_PrimarySecondary_Obesity,Female,450
2015/16,LocalAuthority,E08000024,110,Sunderland,FAE_PrimarySecondary_Obesity,Female,"1,502"
2015/16,LocalAuthority,E08000025,406,Birmingham,FAE_PrimarySecondary_Obesity,Female,"10,478"
2015/16,LocalAuthority,E08000026,407,Coventry,FAE_PrimarySecondary_Obesity,Female,"3,882"
2015/16,LocalAuthority,E08000027,408,Dudley,FAE_PrimarySecondary_Obesity,Female,"3,767"
2015/16,LocalAuthority,E08000028,409,Sandwell,FAE_PrimarySecondary_Obesity,Female,"2,339"
2015/16,LocalAuthority,E08000029,410,Solihull,FAE_PrimarySecondary_Obesity,Female,"1,666"
2015/16,LocalAuthority,E08000030,411,Walsall,FAE_PrimarySecondary_Obesity,Female,"3,194"
2015/16,LocalAuthority,E08000031,412,Wolverhampton,FAE_PrimarySecondary_Obesity,Female,"3,324"
2015/16,LocalAuthority,E08000032,209,Bradford,FAE_PrimarySecondary_Obesity,Female,"6,573"
2015/16,LocalAuthority,E08000033,210,Calderdale,FAE_PrimarySecondary_Obesity,Female,"1,091"
2015/16,LocalAuthority,E08000034,211,Kirklees,FAE_PrimarySecondary_Obesity,Female,"3,432"
2015/16,LocalAuthority,E08000035,212,Leeds,FAE_PrimarySecondary_Obesity,Female,"5,492"
2015/16,LocalAuthority,E08000036,213,Wakefield,FAE_PrimarySecondary_Obesity,Female,"4,871"
2015/16,LocalAuthority,E08000037,106,Gateshead,FAE_PrimarySecondary_Obesity,Female,"1,023"
2015/16,LocalAuthority,E09000001,714,City of London,FAE_PrimarySecondary_Obesity,Female,12
2015/16,LocalAuthority,E09000002,716,Barking and Dagenham,FAE_PrimarySecondary_Obesity,Female,853
2015/16,LocalAuthority,E09000003,717,Barnet,FAE_PrimarySecondary_Obesity,Female,"1,057"
2015/16,LocalAuthority,E09000004,718,Bexley,FAE_PrimarySecondary_Obesity,Female,"1,105"
2015/16,LocalAuthority,E09000005,719,Brent,FAE_PrimarySecondary_Obesity,Female,"2,156"
2015/16,LocalAuthority,E09000006,720,Bromley,FAE_PrimarySecondary_Obesity,Female,951
2015/16,LocalAuthority,E09000007,702,Camden,FAE_PrimarySecondary_Obesity,Female,513
2015/16,LocalAuthority,E09000008,721,Croydon,FAE_PrimarySecondary_Obesity,Female,"1,682"
2015/16,LocalAuthority,E09000009,722,Ealing,FAE_PrimarySecondary_Obesity,Female,"1,905"
2015/16,LocalAuthority,E09000010,723,Enfield,FAE_PrimarySecondary_Obesity,Female,"1,564"
2015/16,LocalAuthority,E09000011,703,Greenwich,FAE_PrimarySecondary_Obesity,Female,"1,098"
2015/16,LocalAuthority,E09000012,704,Hackney,FAE_PrimarySecondary_Obesity,Female,"2,399"
2015/16,LocalAuthority,E09000013,705,Hammersmith and Fulham,FAE_PrimarySecondary_Obesity,Female,569
2015/16,LocalAuthority,E09000014,724,Haringey,FAE_PrimarySecondary_Obesity,Female,"1,430"
2015/16,LocalAuthority,E09000015,725,Harrow,FAE_PrimarySecondary_Obesity,Female,"1,427"
2015/16,LocalAuthority,E09000016,726,Havering,FAE_PrimarySecondary_Obesity,Female,824
2015/16,LocalAuthority,E09000017,727,Hillingdon,FAE_PrimarySecondary_Obesity,Female,"1,969"
2015/16,LocalAuthority,E09000018,728,Hounslow,FAE_PrimarySecondary_Obesity,Female,846
2015/16,LocalAuthority,E09000019,706,Islington,FAE_PrimarySecondary_Obesity,Female,"1,101"
2015/16,LocalAuthority,E09000020,707,Kensington and Chelsea,FAE_PrimarySecondary_Obesity,Female,303
2015/16,LocalAuthority,E09000021,729,Kingston upon Thames,FAE_PrimarySecondary_Obesity,Female,471
2015/16,LocalAuthority,E09000022,708,Lambeth,FAE_PrimarySecondary_Obesity,Female,"1,283"
2015/16,LocalAuthority,E09000023,709,Lewisham,FAE_PrimarySecondary_Obesity,Female,974
2015/16,LocalAuthority,E09000024,730,Merton,FAE_PrimarySecondary_Obesity,Female,618
2015/16,LocalAuthority,E09000025,731,Newham,FAE_PrimarySecondary_Obesity,Female,"1,394"
2015/16,LocalAuthority,E09000026,732,Redbridge,FAE_PrimarySecondary_Obesity,Female,915
2015/16,LocalAuthority,E09000027,733,Richmond upon Thames,FAE_PrimarySecondary_Obesity,Female,381
2015/16,LocalAuthority,E09000028,710,Southwark,FAE_PrimarySecondary_Obesity,Female,"1,445"
2015/16,LocalAuthority,E09000029,734,Sutton,FAE_PrimarySecondary_Obesity,Female,754
2015/16,LocalAuthority,E09000030,711,Tower Hamlets,FAE_PrimarySecondary_Obesity,Female,915
2015/16,LocalAuthority,E09000031,735,Waltham Forest,FAE_PrimarySecondary_Obesity,Female,"1,209"
2015/16,LocalAuthority,E09000032,712,Wandsworth,FAE_PrimarySecondary_Obesity,Female,689
2015/16,LocalAuthority,E09000033,713,Westminster,FAE_PrimarySecondary_Obesity,Female,721
2015/16,LocalAuthority,E10000002,612,Buckinghamshire,FAE_PrimarySecondary_Obesity,Female,"2,675"
2015/16,LocalAuthority,E10000003,623,Cambridgeshire,FAE_PrimarySecondary_Obesity,Female,"3,221"
2015/16,LocalAuthority,E10000006,102,Cumbria,FAE_PrimarySecondary_Obesity,Female,"2,206"
2015/16,LocalAuthority,E10000007,506,Derbyshire,FAE_PrimarySecondary_Obesity,Female,"7,014"
2015/16,LocalAuthority,E10000008,912,Devon,FAE_PrimarySecondary_Obesity,Female,"4,697"
2015/16,LocalAuthority,E10000009,809,Dorset,FAE_PrimarySecondary_Obesity,Female,"2,796"
2015/16,LocalAuthority,E10000011,815,East Sussex,FAE_PrimarySecondary_Obesity,Female,"1,991"
2015/16,LocalAuthority,E10000012,620,Essex,FAE_PrimarySecondary_Obesity,Female,"4,938"
2015/16,LocalAuthority,E10000013,904,Gloucestershire,FAE_PrimarySecondary_Obesity,Female,"2,121"
2015/16,LocalAuthority,E10000014,812,Hampshire,FAE_PrimarySecondary_Obesity,Female,"6,432"
2015/16,LocalAuthority,E10000015,606,Hertfordshire,FAE_PrimarySecondary_Obesity,Female,"7,503"
2015/16,LocalAuthority,E10000016,820,Kent,FAE_PrimarySecondary_Obesity,Female,"6,337"
2015/16,LocalAuthority,E10000017,323,Lancashire,FAE_PrimarySecondary_Obesity,Female,"8,289"
2015/16,LocalAuthority,E10000018,508,Leicestershire,FAE_PrimarySecondary_Obesity,Female,"2,827"
2015/16,LocalAuthority,E10000019,503,Lincolnshire,FAE_PrimarySecondary_Obesity,Female,"4,962"
2015/16,LocalAuthority,E10000020,607,Norfolk,FAE_PrimarySecondary_Obesity,Female,"4,796"
2015/16,LocalAuthority,E10000021,504,Northamptonshire,FAE_PrimarySecondary_Obesity,Female,"4,189"
2015/16,LocalAuthority,E10000023,218,North Yorkshire,FAE_PrimarySecondary_Obesity,Female,"4,471"
2015/16,LocalAuthority,E10000024,511,Nottinghamshire,FAE_PrimarySecondary_Obesity,Female,"7,113"
2015/16,LocalAuthority,E10000025,608,Oxfordshire,FAE_PrimarySecondary_Obesity,Female,"2,542"
2015/16,LocalAuthority,E10000027,905,Somerset,FAE_PrimarySecondary_Obesity,Female,"3,486"
2015/16,LocalAuthority,E10000028,413,Staffordshire,FAE_PrimarySecondary_Obesity,Female,"5,752"
2015/16,LocalAuthority,E10000029,609,Suffolk,FAE_PrimarySecondary_Obesity,Female,"6,112"
2015/16,LocalAuthority,E10000030,805,Surrey,FAE_PrimarySecondary_Obesity,Female,"3,411"
2015/16,LocalAuthority,E10000031,404,Warwickshire,FAE_PrimarySecondary_Obesity,Female,"5,110"
2015/16,LocalAuthority,E10000032,807,West Sussex,FAE_PrimarySecondary_Obesity,Female,"5,845"
2015/16,LocalAuthority,E10000034,416,Worcestershire,FAE_PrimarySecondary_Obesity,Female,"7,916"
2015/16,National,E92000001,,England,FAE_PrimarySecondary_Obesity,Male,"175,401"
2015/16,Region,E12000001,A,North East,FAE_PrimarySecondary_Obesity,Male,"7,039"
2015/16,Region,E12000002,B,North West,FAE_PrimarySecondary_Obesity,Male,"26,808"
2015/16,Region,E12000003,D,Yorkshire and the Humber,FAE_PrimarySecondary_Obesity,Male,"17,007"
2015/16,Region,E12000004,E,East Midlands,FAE_PrimarySecondary_Obesity,Male,"15,557"
2015/16,Region,E12000005,F,West Midlands,FAE_PrimarySecondary_Obesity,Male,"22,952"
2015/16,Region,E12000006,G,East of England,FAE_PrimarySecondary_Obesity,Male,"18,441"
2015/16,Region,E12000007,H,London,FAE_PrimarySecondary_Obesity,Male,"17,720"
2015/16,Region,E12000008,J,South East,FAE_PrimarySecondary_Obesity,Male,"26,019"
2015/16,Region,E12000009,K,South West,FAE_PrimarySecondary_Obesity,Male,"23,786"
2015/16,LocalAuthority,E06000001,111,Hartlepool,FAE_PrimarySecondary_Obesity,Male,208
2015/16,LocalAuthority,E06000002,112,Middlesbrough,FAE_PrimarySecondary_Obesity,Male,298
2015/16,LocalAuthority,E06000003,113,Redcar and Cleveland,FAE_PrimarySecondary_Obesity,Male,289
2015/16,LocalAuthority,E06000004,114,Stockton-on-Tees,FAE_PrimarySecondary_Obesity,Male,365
2015/16,LocalAuthority,E06000005,117,Darlington,FAE_PrimarySecondary_Obesity,Male,274
2015/16,LocalAuthority,E06000006,321,Halton,FAE_PrimarySecondary_Obesity,Male,533
2015/16,LocalAuthority,E06000007,322,Warrington,FAE_PrimarySecondary_Obesity,Male,649
2015/16,LocalAuthority,E06000008,324,Blackburn with Darwen,FAE_PrimarySecondary_Obesity,Male,701
2015/16,LocalAuthority,E06000009,325,Blackpool,FAE_PrimarySecondary_Obesity,Male,372
2015/16,LocalAuthority,E06000010,215,"Kingston upon Hull, City of",FAE_PrimarySecondary_Obesity,Male,356
2015/16,LocalAuthority,E06000011,214,East Riding of Yorkshire,FAE_PrimarySecondary_Obesity,Male,822
2015/16,LocalAuthority,E06000012,216,North East Lincolnshire,FAE_PrimarySecondary_Obesity,Male,564
2015/16,LocalAuthority,E06000013,217,North Lincolnshire,FAE_PrimarySecondary_Obesity,Male,279
2015/16,LocalAuthority,E06000014,219,York,FAE_PrimarySecondary_Obesity,Male,901
2015/16,LocalAuthority,E06000015,507,Derby,FAE_PrimarySecondary_Obesity,Male,452
2015/16,LocalAuthority,E06000016,509,Leicester,FAE_PrimarySecondary_Obesity,Male,639
2015/16,LocalAuthority,E06000017,510,Rutland                                                                         ,FAE_PrimarySecondary_Obesity,Male,51
2015/16,LocalAuthority,E06000018,512,Nottingham,FAE_PrimarySecondary_Obesity,Male,"1,483"
2015/16,LocalAuthority,E06000019,415,"Herefordshire, County of",FAE_PrimarySecondary_Obesity,Male,678
2015/16,LocalAuthority,E06000020,418,Telford and Wrekin,FAE_PrimarySecondary_Obesity,Male,458
2015/16,LocalAuthority,E06000021,414,Stoke-on-Trent,FAE_PrimarySecondary_Obesity,Male,880
2015/16,LocalAuthority,E06000022,908,Bath and North East Somerset,FAE_PrimarySecondary_Obesity,Male,646
2015/16,LocalAuthority,E06000023,909,"Bristol, City of",FAE_PrimarySecondary_Obesity,Male,"2,372"
2015/16,LocalAuthority,E06000024,910,North Somerset,FAE_PrimarySecondary_Obesity,Male,847
2015/16,LocalAuthority,E06000025,911,South Gloucestershire,FAE_PrimarySecondary_Obesity,Male,"1,204"
2015/16,LocalAuthority,E06000026,913,Plymouth,FAE_PrimarySecondary_Obesity,Male,948
2015/16,LocalAuthority,E06000027,914,Torbay,FAE_PrimarySecondary_Obesity,Male,"1,021"
2015/16,LocalAuthority,E06000028,810,Bournemouth,FAE_PrimarySecondary_Obesity,Male,"1,474"
2015/16,LocalAuthority,E06000029,811,Poole,FAE_PrimarySecondary_Obesity,Male,834
2015/16,LocalAuthority,E06000030,819,Swindon,FAE_PrimarySecondary_Obesity,Male,905
2015/16,LocalAuthority,E06000031,624,Peterborough,FAE_PrimarySecondary_Obesity,Male,381
2015/16,LocalAuthority,E06000032,611,Luton,FAE_PrimarySecondary_Obesity,Male,578
2015/16,LocalAuthority,E06000033,621,Southend-on-Sea,FAE_PrimarySecondary_Obesity,Male,259
2015/16,LocalAuthority,E06000034,622,Thurrock,FAE_PrimarySecondary_Obesity,Male,428
2015/16,LocalAuthority,E06000035,821,Medway,FAE_PrimarySecondary_Obesity,Male,"1,167"
2015/16,LocalAuthority,E06000036,614,Bracknell Forest,FAE_PrimarySecondary_Obesity,Male,320
2015/16,LocalAuthority,E06000037,615,West Berkshire,FAE_PrimarySecondary_Obesity,Male,257
2015/16,LocalAuthority,E06000038,616,Reading,FAE_PrimarySecondary_Obesity,Male,230
2015/16,LocalAuthority,E06000039,617,Slough,FAE_PrimarySecondary_Obesity,Male,"1,050"
2015/16,LocalAuthority,E06000040,618,Windsor and Maidenhead,FAE_PrimarySecondary_Obesity,Male,840
2015/16,LocalAuthority,E06000041,619,Wokingham,FAE_PrimarySecondary_Obesity,Male,244
2015/16,LocalAuthority,E06000042,613,Milton Keynes,FAE_PrimarySecondary_Obesity,Male,672
2015/16,LocalAuthority,E06000043,816,Brighton and Hove,FAE_PrimarySecondary_Obesity,Male,793
2015/16,LocalAuthority,E06000044,813,Portsmouth,FAE_PrimarySecondary_Obesity,Male,598
2015/16,LocalAuthority,E06000045,814,Southampton,FAE_PrimarySecondary_Obesity,Male,"2,028"
2015/16,LocalAuthority,E06000046,803,Isle of Wight,FAE_PrimarySecondary_Obesity,Male,779
2015/16,LocalAuthority,E06000047,116,County Durham,FAE_PrimarySecondary_Obesity,Male,"1,283"
2015/16,LocalAuthority,E06000049,326,Cheshire East,FAE_PrimarySecondary_Obesity,Male,750
